sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-B10BR_HTxB,0.61,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.61,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.61,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.605,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.605,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.605,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.605,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.6,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.6,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.6,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.6,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.595,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.595,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.595,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.595,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.59,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.59,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.59,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.59,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.585,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.585,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.585,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.585,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.5800000000000001,0.0,0.0,-0.0005146268295522624,21,221
