sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.735,8.0,2.0,0.09340010652132787,119,1675
D7B,0.735,8.0,3.0,0.08526591952235385,119,1675
D7B,0.735,8.0,4.0,0.08055331159177304,119,1675
D7B,0.735,8.0,5.0,0.0775133036104983,119,1675
D7B,0.73,8.0,0.0,0.13635444300379776,119,1675
D7B,0.73,8.0,1.0,0.10947893712674171,119,1675
D7B,0.73,8.0,2.0,0.09340010652132787,119,1675
D7B,0.73,8.0,3.0,0.08526591952235385,119,1675
D7B,0.73,8.0,4.0,0.08055331159177304,119,1675
D7B,0.73,8.0,5.0,0.0775133036104983,119,1675
D7B,0.725,8.0,0.0,0.13635444300379776,119,1675
D7B,0.725,8.0,1.0,0.10947893712674171,119,1675
D7B,0.725,8.0,2.0,0.09340010652132787,119,1675
D7B,0.725,8.0,3.0,0.08526591952235385,119,1675
D7B,0.725,8.0,4.0,0.08055331159177304,119,1675
D7B,0.725,8.0,5.0,0.0775133036104983,119,1675
D7B,0.72,8.0,0.0,0.13635444300379776,119,1675
D7B,0.72,8.0,1.0,0.10947893712674171,119,1675
D7B,0.72,8.0,2.0,0.09340010652132787,119,1675
D7B,0.72,8.0,3.0,0.08526591952235385,119,1675
D7B,0.72,8.0,4.0,0.08055331159177304,119,1675
D7B,0.72,8.0,5.0,0.0775133036104983,119,1675
D7B,0.715,8.0,0.0,0.13635444300379776,119,1675
D7B,0.715,8.0,1.0,0.10947893712674171,119,1675
D7B,0.715,8.0,2.0,0.09340010652132787,119,1675
D7B,0.715,8.0,3.0,0.08526591952235385,119,1675
D7B,0.715,8.0,4.0,0.08055331159177304,119,1675
D7B,0.715,8.0,5.0,0.0775133036104983,119,1675
D7B,0.71,8.0,0.0,0.13635444300379776,119,1675
D7B,0.71,8.0,1.0,0.10947893712674171,119,1675
D7B,0.71,8.0,2.0,0.09340010652132787,119,1675
D7B,0.71,8.0,3.0,0.08526591952235385,119,1675
D7B,0.71,8.0,4.0,0.08055331159177304,119,1675
D7B,0.71,8.0,5.0,0.0775133036104983,119,1675
D7B,0.7050000000000001,8.0,0.0,0.13635444300379776,119,1675
D7B,0.7050000000000001,8.0,1.0,0.10947893712674171,119,1675
D7B,0.7050000000000001,8.0,2.0,0.09340010652132787,119,1675
D7B,0.7050000000000001,8.0,3.0,0.08526591952235385,119,1675
D7B,0.7050000000000001,8.0,4.0,0.08055331159177304,119,1675
D7B,0.7050000000000001,8.0,5.0,0.0775133036104983,119,1675
D7B,0.7,8.0,0.0,0.13635444300379776,119,1675
D7B,0.7,8.0,1.0,0.10947893712674171,119,1675
D7B,0.7,8.0,2.0,0.09340010652132787,119,1675
D7B,0.7,8.0,3.0,0.08526591952235385,119,1675
D7B,0.7,8.0,4.0,0.08055331159177304,119,1675
D7B,0.7,8.0,5.0,0.0775133036104983,119,1675
D7B,0.6950000000000001,9.0,0.0,0.15204585249257574,113,1560
D7B,0.6950000000000001,9.0,1.0,0.12161932757741606,113,1560
D7B,0.6950000000000001,9.0,2.0,0.1035795478955143,113,1560
D7B,0.6950000000000001,9.0,3.0,0.09468479326778333,113,1560
D7B,0.6950000000000001,9.0,4.0,0.08962748880669263,113,1560
D7B,0.6950000000000001,9.0,5.0,0.08638669392321816,113,1560
D7B,0.69,9.0,0.0,0.15204585249257574,113,1560
D7B,0.69,9.0,1.0,0.12161932757741606,113,1560
D7B,0.69,9.0,2.0,0.1035795478955143,113,1560
D7B,0.69,9.0,3.0,0.09468479326778333,113,1560
D7B,0.69,9.0,4.0,0.08962748880669263,113,1560
D7B,0.69,9.0,5.0,0.08638669392321816,113,1560
D7B,0.685,9.0,0.0,0.15204585249257574,113,1560
D7B,0.685,9.0,1.0,0.12161932757741606,113,1560
D7B,0.685,9.0,2.0,0.1035795478955143,113,1560
D7B,0.685,9.0,3.0,0.09468479326778333,113,1560
D7B,0.685,9.0,4.0,0.08962748880669263,113,1560
D7B,0.685,9.0,5.0,0.08638669392321816,113,1560
D7B,0.6799999999999999,9.0,0.0,0.15204585249257574,113,1560
D7B,0.6799999999999999,9.0,1.0,0.12161932757741606,113,1560
D7B,0.6799999999999999,9.0,2.0,0.1035795478955143,113,1560
